市町村コード,都道府県名及び市町村名,NO,施設・場所名,住所,洪水,崖崩、土石流及び地滑,高潮,地震,津波,大規模火災,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
14100,神奈川県横浜市,1,横浜市立さちが丘小学校　校舎６,神奈川県横浜市旭区さちが丘110-1,1,1,,1,,,,,1,35.456809,139.522987,
14100,神奈川県横浜市,2,横浜市立さちが丘小学校　校舎４,神奈川県横浜市旭区さちが丘110-1,1,1,,1,,,,,1,35.456915,139.523303,
14100,神奈川県横浜市,3,横浜市立さちが丘小学校　校舎５,神奈川県横浜市旭区さちが丘110-1,1,1,,1,,,,,1,35.457028,139.522992,
14100,神奈川県横浜市,4,横浜市立さちが丘小学校　体育館,神奈川県横浜市旭区さちが丘110-1,1,1,,1,,,,,1,35.457163,139.522831,
14100,神奈川県横浜市,5,横浜市立さちが丘小学校　校舎１８,神奈川県横浜市旭区さちが丘110-1,1,1,,1,,,,,1,35.456766,139.523212,
14100,神奈川県横浜市,6,横浜市立さちが丘小学校　校舎１７－１,神奈川県横浜市旭区さちが丘110-1,1,1,,1,,,,,1,35.456757,139.522499,
14100,神奈川県横浜市,7,横浜市立旭中学校　体育館,神奈川県横浜市旭区今宿2-40-1,1,1,,1,,,,,1,35.473849,139.518202,
14100,神奈川県横浜市,8,横浜市立旭中学校　校舎７,神奈川県横浜市旭区今宿2-40-1,1,1,,1,,,,,1,35.474155,139.517446,
14100,神奈川県横浜市,9,横浜市立旭中学校　校舎１,神奈川県横浜市旭区今宿2-40-1,1,1,,1,,,,,1,35.474194,139.517977,
14100,神奈川県横浜市,10,横浜市立今宿中学校　校舎４,神奈川県横浜市旭区今宿東町825,1,1,,1,,,,,1,35.485081,139.536791,
14100,神奈川県横浜市,11,横浜市立今宿中学校　体育館,神奈川県横浜市旭区今宿東町825,1,1,,1,,,,,1,35.484954,139.537285,
14100,神奈川県横浜市,12,横浜市立今宿中学校　校舎１,神奈川県横浜市旭区今宿東町825,1,1,,1,,,,,1,35.48474,139.536904,
14100,神奈川県横浜市,13,横浜市立今宿小学校　体育館,神奈川県横浜市旭区今宿東町829,1,,,1,,,,,1,35.484282,139.535826,
14100,神奈川県横浜市,14,横浜市立今宿小学校　校舎２,神奈川県横浜市旭区今宿東町829,1,1,,1,,,,,1,35.484391,139.536668,
14100,神奈川県横浜市,15,横浜市立今宿小学校　校舎１,神奈川県横浜市旭区今宿東町829,1,1,,1,,,,,1,35.484199,139.53647,
14100,神奈川県横浜市,16,横浜市立今宿南小学校　校舎１１,神奈川県横浜市旭区今宿南町1879-2,1,1,,1,,,,,1,35.47893,139.529263,
14100,神奈川県横浜市,17,横浜市立今宿南小学校　体育館,神奈川県横浜市旭区今宿南町1879-2,1,1,,1,,,,,1,35.479035,139.528512,
14100,神奈川県横浜市,18,横浜市立今宿南小学校　校舎１－１,神奈川県横浜市旭区今宿南町1879-2,1,1,,1,,,,,1,35.479183,139.52915,
14100,神奈川県横浜市,19,旧横浜市立左近山第二小学校　体育館,神奈川県横浜市旭区左近山1011,1,1,,1,,1,,,1,35.457473,139.556826,
14100,神奈川県横浜市,20,旧横浜市立左近山第二小学校　校舎４－４,神奈川県横浜市旭区左近山1011,1,1,,1,,1,,,1,35.457341,139.556789,
14100,神奈川県横浜市,21,旧横浜市立左近山第二小学校　校舎１,神奈川県横浜市旭区左近山1011,1,,,1,,1,,,1,35.45715,139.556166,
14100,神奈川県横浜市,22,左近山中学校体育館４－１,神奈川県横浜市旭区左近山1335-2,1,1,,1,,,,,,35.45921468,139.5507632,
14100,神奈川県横浜市,23,左近山中学校校舎３,神奈川県横浜市旭区左近山1335-2,1,1,,1,,,,,,35.45988321,139.5510261,
14100,神奈川県横浜市,24,左近山中学校校舎１,神奈川県横浜市旭区左近山1335-2,1,1,,1,,,,,,35.45958101,139.5510715,
14100,神奈川県横浜市,25,横浜市立左近山小学校　校舎６,神奈川県横浜市旭区左近山1997-2,1,,,1,,1,,,1,35.462084,139.549322,
14100,神奈川県横浜市,26,横浜市立左近山小学校　校舎３１,神奈川県横浜市旭区左近山1997-2,1,1,,1,,1,,,1,35.46172972,139.549196,
14100,神奈川県横浜市,27,横浜市立左近山小学校　体育館,神奈川県横浜市旭区左近山1997-2,1,1,,1,,1,,,1,35.46194648,139.5501485,
14100,神奈川県横浜市,28,横浜市立左近山小学校　校舎１,神奈川県横浜市旭区左近山1997-2,1,,,1,,1,,,1,35.462377,139.549853,
14100,神奈川県横浜市,29,横浜市立笹野台小学校　校舎２,神奈川県横浜市旭区笹野台4-48-1,1,1,,1,,,,,1,35.47348,139.510298,
14100,神奈川県横浜市,30,横浜市立笹野台小学校　校舎７－１,神奈川県横浜市旭区笹野台4-48-1,1,1,,1,,,,,1,35.473196,139.510685,
14100,神奈川県横浜市,31,横浜市立笹野台小学校　体育館,神奈川県横浜市旭区笹野台4-48-1,1,1,,1,,,,,1,35.473105,139.510685,
14100,神奈川県横浜市,32,横浜市立市沢小学校　体育館,神奈川県横浜市旭区市沢町781,1,1,,1,,,,,1,35.462128,139.559311,
14100,神奈川県横浜市,33,横浜市立市沢小学校　校舎１,神奈川県横浜市旭区市沢町781,1,1,,1,,,,,1,35.461713,139.558861,
14100,神奈川県横浜市,34,横浜市立若葉台特別支援学校　体育館,神奈川県横浜市旭区若葉台2-1-1,1,1,,1,,1,,,1,35.503293,139.502261,
14100,神奈川県横浜市,35,横浜市立若葉台特別支援学校　校舎２,神奈川県横浜市旭区若葉台2-1-1,1,1,,1,,1,,,1,35.502699,139.501773,
14100,神奈川県横浜市,36,横浜市立若葉台特別支援学校　校舎１,神奈川県横浜市旭区若葉台2-1-1,1,1,,1,,1,,,1,35.502961,139.502336,
14100,神奈川県横浜市,37,横浜市立若葉台小学校　校舎１,神奈川県横浜市旭区若葉台2-14-1,1,1,,1,,,,,1,35.508659,139.500575,
14100,神奈川県横浜市,38,横浜市立若葉台小学校　校舎１１,神奈川県横浜市旭区若葉台2-14-1,1,1,,1,,,,,1,35.508292,139.500575,
14100,神奈川県横浜市,39,横浜市立若葉台小学校　校舎９－１,神奈川県横浜市旭区若葉台2-14-1,1,1,,1,,,,,1,35.508689,139.500865,
14100,神奈川県横浜市,40,横浜市立若葉台小学校　校舎１０－１,神奈川県横浜市旭区若葉台2-14-1,1,1,,1,,,,,1,35.508471,139.500436,
14100,神奈川県横浜市,41,横浜市立若葉台小学校　体育館,神奈川県横浜市旭区若葉台2-14-1,1,,,1,,,,,1,35.508327,139.501289,
14100,神奈川県横浜市,42,旧横浜市立若葉台西中学校　体育館,神奈川県横浜市旭区若葉台4-34-1,1,1,,1,,1,,,1,35.50558,139.49078,
14100,神奈川県横浜市,43,旧横浜市立若葉台西中学校　校舎２,神奈川県横浜市旭区若葉台4-34-1,1,1,,1,,1,,,1,35.505742,139.491638,
14100,神奈川県横浜市,44,旧横浜市立若葉台西中学校　校舎１,神奈川県横浜市旭区若葉台4-34-1,1,1,,1,,1,,,1,35.50534,139.491552,
14100,神奈川県横浜市,45,旧横浜市立左近山小高小学校　体育館,神奈川県横浜市旭区小高町55-2,1,1,,1,,,,,,35.462141,139.553819,
14100,神奈川県横浜市,46,旧横浜市立左近山小高小学校　校舎１,神奈川県横浜市旭区小高町55-2,1,,,1,,,,,,35.461821,139.553689,
14100,神奈川県横浜市,47,横浜市立上川井小学校　校舎６,神奈川県横浜市旭区上川井町2913,1,1,,1,,,,,1,35.498603,139.502939,
14100,神奈川県横浜市,48,横浜市立上川井小学校　体育館,神奈川県横浜市旭区上川井町2913,1,1,,1,,,,,1,35.498279,139.503105,
14100,神奈川県横浜市,49,横浜市立上白根小学校　校舎６,神奈川県横浜市旭区上白根2-45-1,1,1,,1,,,,,1,35.495319,139.539783,
14100,神奈川県横浜市,50,横浜市立上白根小学校　校舎１－４,神奈川県横浜市旭区上白根2-45-1,1,1,,1,,,,,1,35.495713,139.539826,
14100,神奈川県横浜市,51,横浜市立上白根小学校　体育館,神奈川県横浜市旭区上白根2-45-1,1,1,,1,,,,,1,35.495739,139.539525,
14100,神奈川県横浜市,52,横浜市立上白根小学校　校舎１,神奈川県横浜市旭区上白根2-45-1,1,1,,1,,,,,1,35.495538,139.539472,
14100,神奈川県横浜市,53,横浜市立上白根北中学校　校舎２,神奈川県横浜市旭区上白根2-47-1,1,1,,1,,,,,1,35.495857,139.537515,
14100,神奈川県横浜市,54,横浜市立上白根北中学校　体育館,神奈川県横浜市旭区上白根2-47-1,1,1,,1,,,,,1,35.495722,139.537075,
14100,神奈川県横浜市,55,横浜市立上白根北中学校　校舎１,神奈川県横浜市旭区上白根2-47-1,1,1,,1,,,,,1,35.495355,139.537423,
14100,神奈川県横浜市,56,横浜市立上白根北中学校　校舎３－１,神奈川県横浜市旭区上白根2-47-1,1,1,,1,,,,,1,35.49546,139.537038,
14100,神奈川県横浜市,57,旧横浜市立上白根中学校　体育館,神奈川県横浜市旭区上白根町868,1,1,,1,,1,,,1,35.497695,139.532313,
14100,神奈川県横浜市,58,旧横浜市立上白根中学校　校舎１,神奈川県横浜市旭区上白根町868,1,1,,1,,1,,,1,35.498188,139.532361,
14100,神奈川県横浜市,59,旧横浜市立上白根中学校　校舎７,神奈川県横浜市旭区上白根町868,1,1,,1,,1,,,1,35.498568,139.532871,
14100,神奈川県横浜市,60,横浜市立四季の森小学校　校舎３,神奈川県横浜市旭区上白根町901,1,1,,1,,1,,,1,35.496851,139.531683,
14100,神奈川県横浜市,61,横浜市立四季の森小学校　体育館,神奈川県横浜市旭区上白根町901,1,1,,1,,1,,,1,35.496694,139.532257,
14100,神奈川県横浜市,62,横浜市立四季の森小学校　校舎１０,神奈川県横浜市旭区上白根町901,1,1,,1,,1,,,1,35.49686,139.532192,
14100,神奈川県横浜市,63,横浜市立四季の森小学校　校舎１－１,神奈川県横浜市旭区上白根町901,1,1,,1,,1,,,1,35.496545,139.531752,
14100,神奈川県横浜市,64,横浜市立川井小学校　校舎１,神奈川県横浜市旭区川井宿町32-2,1,1,,1,,,,,1,35.493944,139.520657,
14100,神奈川県横浜市,65,横浜市立川井小学校　体育館,神奈川県横浜市旭区川井宿町32-2,1,1,,1,,,,,1,35.493616,139.520223,
14100,神奈川県横浜市,66,横浜市立本宿中学校　校舎６,神奈川県横浜市旭区川島町1979,1,1,,1,,,,,1,35.464099,139.547616,
14100,神奈川県横浜市,67,横浜市立本宿中学校　体育館,神奈川県横浜市旭区川島町1979,1,1,,1,,,,,1,35.464832,139.547568,
14100,神奈川県横浜市,68,横浜市立本宿中学校　校舎１,神奈川県横浜市旭区川島町1979,1,1,,1,,,,,1,35.46437,139.547611,
14100,神奈川県横浜市,69,横浜市立善部小学校　校舎１,神奈川県横浜市旭区善部町4-1,1,1,,1,,,,,1,35.451242,139.516432,
14100,神奈川県横浜市,70,横浜市立善部小学校　体育館,神奈川県横浜市旭区善部町4-1,1,1,,1,,,,,1,35.45142,139.516388,
14100,神奈川県横浜市,71,横浜市立万騎が原小学校　体育館,神奈川県横浜市旭区大池町66,1,1,,1,,1,,,1,35.452543,139.533397,
14100,神奈川県横浜市,72,横浜市立万騎が原小学校　校舎１,神奈川県横浜市旭区大池町66,1,1,,1,,1,,,1,35.452748,139.533885,
14100,神奈川県横浜市,73,横浜市立万騎が原小学校　校舎５,神奈川県横浜市旭区大池町66,1,,,1,,1,,,1,35.452534,139.534127,
14100,神奈川県横浜市,74,横浜市立希望ケ丘小学校　体育館,神奈川県横浜市旭区中希望が丘124,1,1,,1,,,,,1,35.458523,139.512851,
14100,神奈川県横浜市,75,横浜市立希望ケ丘小学校　校舎１２,神奈川県横浜市旭区中希望が丘124,1,1,,1,,,,,1,35.458558,139.512009,
14100,神奈川県横浜市,76,横浜市立希望ケ丘小学校　校舎９,神奈川県横浜市旭区中希望が丘124,1,1,,1,,,,,1,35.459078,139.512604,
14100,神奈川県横浜市,77,横浜市立希望ケ丘小学校　校舎１,神奈川県横浜市旭区中希望が丘124,1,1,,1,,,,,1,35.458877,139.512046,
14100,神奈川県横浜市,78,横浜市立中沢小学校　校舎１,神奈川県横浜市旭区中沢3-25-1,1,1,,1,,,,,1,35.474664,139.522319,
14100,神奈川県横浜市,79,横浜市立中沢小学校　体育館,神奈川県横浜市旭区中沢3-25-1,1,1,,1,,,,,1,35.474821,139.522153,
14100,神奈川県横浜市,80,横浜市立中沢小学校　校舎１－３,神奈川県横浜市旭区中沢3-25-1,1,1,,1,,,,,1,35.47493,139.522137,
14100,神奈川県横浜市,81,横浜市立中沢小学校　校舎１２,神奈川県横浜市旭区中沢3-25-1,1,1,,1,,,,,1,35.474393,139.521858,
14100,神奈川県横浜市,82,横浜市立白根小学校　校舎１,神奈川県横浜市旭区中白根1-9-1,1,1,,1,,,,,1,35.487623,139.543881,
14100,神奈川県横浜市,83,横浜市立白根小学校　校舎８,神奈川県横浜市旭区中白根1-9-1,1,1,,1,,,,,1,35.487842,139.544417,
14100,神奈川県横浜市,84,横浜市立白根小学校　体育館,神奈川県横浜市旭区中白根1-9-1,1,1,,1,,,,,1,35.487192,139.544004,
14100,神奈川県横浜市,85,横浜市立白根小学校　校舎１７,神奈川県横浜市旭区中白根1-9-1,1,1,,1,,,,,1,35.487475,139.544793,
14100,神奈川県横浜市,86,横浜市立白根小学校　校舎７,神奈川県横浜市旭区中白根1-9-1,1,1,,1,,,,,1,35.487772,139.544868,
14100,神奈川県横浜市,87,横浜市立中尾小学校　体育館,神奈川県横浜市旭区中尾1-8-1,1,1,,1,,,,,1,35.465892,139.522363,
14100,神奈川県横浜市,88,横浜市立中尾小学校　校舎１,神奈川県横浜市旭区中尾1-8-1,1,,,1,,,,,1,35.465582,139.522491,
14100,神奈川県横浜市,89,横浜市立鶴ケ峯小学校　校舎５,神奈川県横浜市旭区鶴ケ峰1-42,1,1,,1,,,,,1,35.471944,139.552043,
14100,神奈川県横浜市,90,横浜市立鶴ケ峯小学校　校舎３,神奈川県横浜市旭区鶴ケ峰1-42,1,1,,1,,,,,1,35.472053,139.551523,
14100,神奈川県横浜市,91,横浜市立鶴ケ峯小学校　体育館,神奈川県横浜市旭区鶴ケ峰1-42,1,1,,1,,,,,1,35.471778,139.551389,
14100,神奈川県横浜市,92,横浜市立鶴ケ峯中学校　体育館,神奈川県横浜市旭区鶴ケ峰本町3-28-1,1,1,,1,,,,,1,35.482126,139.541612,
14100,神奈川県横浜市,93,横浜市立鶴ケ峯中学校　校舎１０,神奈川県横浜市旭区鶴ケ峰本町3-28-1,1,1,,1,,,,,1,35.481567,139.542573,
14100,神奈川県横浜市,94,横浜市立鶴ケ峯中学校　校舎２９－１,神奈川県横浜市旭区鶴ケ峰本町3-28-1,1,1,,1,,,,,1,35.481908,139.542074,
14100,神奈川県横浜市,95,横浜市立鶴ケ峯中学校　校舎１８,神奈川県横浜市旭区鶴ケ峰本町3-28-1,1,1,,1,,,,,1,35.481851,139.54269,
14100,神奈川県横浜市,96,横浜市立都岡小学校　校舎６,神奈川県横浜市旭区都岡町4-8,1,1,,1,,,,,1,35.485265,139.521155,
14100,神奈川県横浜市,97,横浜市立都岡小学校　体育館,神奈川県横浜市旭区都岡町4-8,1,1,,1,,,,,1,35.484837,139.521627,
14100,神奈川県横浜市,98,横浜市立都岡小学校　校舎７,神奈川県横浜市旭区都岡町4-8,1,1,,1,,,,,1,35.485619,139.5213,
14100,神奈川県横浜市,99,横浜市立東希望が丘小学校　体育館,神奈川県横浜市旭区東希望が丘155,1,1,,1,,,,,1,35.464203,139.511124,
14100,神奈川県横浜市,100,横浜市立東希望が丘小学校　校舎１,神奈川県横浜市旭区東希望が丘155,1,1,,1,,,,,1,35.464482,139.511563,
14100,神奈川県横浜市,101,横浜市立南希望が丘中学校　校舎１５－１,神奈川県横浜市旭区南希望が丘108-8,1,1,,1,,,,,1,35.456859,139.509394,
14100,神奈川県横浜市,102,横浜市立南希望が丘中学校　校舎１－１,神奈川県横浜市旭区南希望が丘108-8,1,1,,1,,,,,1,35.457122,139.509512,
14100,神奈川県横浜市,103,横浜市立南希望が丘中学校　校舎１６,神奈川県横浜市旭区南希望が丘108-8,1,1,,1,,,,,1,35.456829,139.509705,
14100,神奈川県横浜市,104,横浜市立南希望が丘中学校　体育館,神奈川県横浜市旭区南希望が丘108-8,1,1,,1,,,,,1,35.457257,139.508798,
14100,神奈川県横浜市,105,横浜市立南本宿小学校　校舎１,神奈川県横浜市旭区南本宿町79,1,,,1,,,,,1,35.458432,139.538456,
14100,神奈川県横浜市,106,横浜市立南本宿小学校　体育館,神奈川県横浜市旭区南本宿町79,1,1,,1,,,,,1,35.458109,139.538998,
14100,神奈川県横浜市,107,横浜市立二俣川小学校　校舎１２,神奈川県横浜市旭区二俣川1-33,1,1,,1,,,,,1,35.464302,139.528965,
14100,神奈川県横浜市,108,横浜市立二俣川小学校　体育館,神奈川県横浜市旭区二俣川1-33,1,1,,1,,,,,1,35.46411,139.529496,
14100,神奈川県横浜市,109,横浜市立二俣川小学校　校舎１,神奈川県横浜市旭区二俣川1-33,1,,,1,,,,,1,35.463913,139.529126,
14100,神奈川県横浜市,110,横浜市立二俣川小学校　校舎３,神奈川県横浜市旭区二俣川1-33,1,1,,1,,,,,1,35.463913,139.529475,
14100,神奈川県横浜市,111,横浜市立不動丸小学校　校舎１,神奈川県横浜市旭区白根3-33-1,1,,,1,,,,,1,35.483486,139.550405,
14100,神奈川県横浜市,112,横浜市立不動丸小学校　校舎９,神奈川県横浜市旭区白根3-33-1,1,1,,1,,,,,1,35.4837,139.549912,
14100,神奈川県横浜市,113,横浜市立不動丸小学校　体育館,神奈川県横浜市旭区白根3-33-1,1,1,,1,,,,,1,35.483673,139.550143,
14100,神奈川県横浜市,114,横浜市立本宿小学校　校舎３０,神奈川県横浜市旭区本宿町16,1,1,,1,,,,,1,35.468952,139.544256,
14100,神奈川県横浜市,115,横浜市立本宿小学校　校舎１,神奈川県横浜市旭区本宿町16,1,,,1,,,,,1,35.469183,139.544326,
14100,神奈川県横浜市,116,横浜市立本宿小学校　校舎５,神奈川県横浜市旭区本宿町16,1,1,,1,,,,,1,35.469009,139.544852,
14100,神奈川県横浜市,117,横浜市立本宿小学校　体育館,神奈川県横浜市旭区本宿町16,1,1,,1,,,,,1,35.4689,139.544068,
14100,神奈川県横浜市,118,横浜市立万騎が原中学校　校舎５－１,神奈川県横浜市旭区万騎が原31,1,1,,1,,,,,1,35.458131,139.536007,
14100,神奈川県横浜市,119,横浜市立万騎が原中学校　校舎２３－１,神奈川県横浜市旭区万騎が原31,1,1,,1,,,,,1,35.457231,139.536056,
14100,神奈川県横浜市,120,横浜市立万騎が原中学校　校舎７－１,神奈川県横浜市旭区万騎が原31,1,1,,1,,,,,1,35.457747,139.535761,
14100,神奈川県横浜市,121,横浜市立万騎が原中学校　体育館,神奈川県横浜市旭区万騎が原31,1,1,,1,,,,,1,35.457319,139.535879,
14100,神奈川県横浜市,122,横浜市立万騎が原中学校　校舎６,神奈川県横浜市旭区万騎が原31,1,1,,1,,,,,1,35.458048,139.536506,
14100,神奈川県横浜市,123,横浜市立山王台小学校　校舎１２,神奈川県横浜市磯子区磯子5-2-1,1,,1,1,,,,,1,35.407691,139.614277,
14100,神奈川県横浜市,124,横浜市立山王台小学校　校舎１,神奈川県横浜市磯子区磯子5-2-1,1,1,1,1,,,,,1,35.407862,139.614513,
14100,神奈川県横浜市,125,横浜市立山王台小学校　体育館,神奈川県横浜市磯子区磯子5-2-1,1,1,1,1,,,,,1,35.408072,139.614197,
14100,神奈川県横浜市,126,横浜市立浜小学校　校舎１,神奈川県横浜市磯子区磯子台23-1,1,1,1,1,,,,,1,35.405442,139.613029,
14100,神奈川県横浜市,127,横浜市立浜小学校　校舎１４－３,神奈川県横浜市磯子区磯子台23-1,1,1,1,1,,,,,1,35.405783,139.613329,
14100,神奈川県横浜市,128,横浜市立浜小学校　体育館１９,神奈川県横浜市磯子区磯子台23-1,1,1,1,1,,,,,1,35.406015,139.613694,
14100,神奈川県横浜市,129,横浜市立浜小学校　校舎１４,神奈川県横浜市磯子区磯子台23-1,1,1,1,1,,,,,1,35.405884,139.613045,
14100,神奈川県横浜市,130,横浜市立岡村中学校　校舎３８－１,神奈川県横浜市磯子区岡村1-14-1,1,1,1,1,,,,,1,35.416435,139.618292,
14100,神奈川県横浜市,131,横浜市立岡村中学校　校舎３７,神奈川県横浜市磯子区岡村1-14-1,1,1,1,1,,,,,1,35.416785,139.617986,
14100,神奈川県横浜市,132,横浜市立岡村中学校　校舎５－１,神奈川県横浜市磯子区岡村1-14-1,1,,1,1,,,,,1,35.416955,139.617391,
14100,神奈川県横浜市,133,横浜市立岡村中学校　体育館,神奈川県横浜市磯子区岡村1-14-1,1,1,1,1,,,,,1,35.41614,139.617219,
14100,神奈川県横浜市,134,岡村中学校校舎５－３,神奈川県横浜市磯子区岡村1-14-1,1,,1,1,,,,,1,35.41653438,139.6170756,
14100,神奈川県横浜市,135,横浜市立岡村小学校　体育館,神奈川県横浜市磯子区岡村4-7-1,1,1,1,1,,,,,1,35.421109,139.612089,
14100,神奈川県横浜市,136,横浜市立岡村小学校　校舎４,神奈川県横浜市磯子区岡村4-7-1,1,,1,1,,,,,1,35.420886,139.611301,
14100,神奈川県横浜市,137,横浜市立岡村小学校　校舎３,神奈川県横浜市磯子区岡村4-7-1,1,,1,1,,,,,1,35.42138,139.611301,
14100,神奈川県横浜市,138,横浜市立滝頭小学校　校舎１１－１,神奈川県横浜市磯子区丸山2-25-1,1,1,1,1,,,,,1,35.422011,139.621131,
14100,神奈川県横浜市,139,横浜市立滝頭小学校　体育館,神奈川県横浜市磯子区丸山2-25-1,1,1,1,1,,,,,1,35.42188,139.620654,
14100,神奈川県横浜市,140,横浜市立磯子小学校　校舎３－１,神奈川県横浜市磯子区久木町11-1,1,1,1,1,1,,,,1,35.414191,139.622564,
14100,神奈川県横浜市,141,横浜市立磯子小学校　体育館,神奈川県横浜市磯子区久木町11-1,1,1,1,1,1,,,,1,35.4143,139.622559,
14100,神奈川県横浜市,142,横浜市立磯子小学校　校舎６,神奈川県横浜市磯子区久木町11-1,1,1,1,1,1,,,,1,35.414244,139.622108,
14100,神奈川県横浜市,143,横浜市立汐見台中学校　校舎３,神奈川県横浜市磯子区汐見台1-2-1,1,,1,1,,1,,,1,35.407146,139.611093,
14100,神奈川県横浜市,144,横浜市立汐見台中学校　校舎５,神奈川県横浜市磯子区汐見台1-2-1,1,1,1,1,,1,,,1,35.407198,139.611641,
14100,神奈川県横浜市,145,横浜市立汐見台中学校　体育館,神奈川県横浜市磯子区汐見台1-2-1,1,,1,1,,1,,,1,35.406529,139.61126,
14100,神奈川県横浜市,146,横浜市立汐見台中学校　校舎４,神奈川県横浜市磯子区汐見台1-2-1,1,,1,1,,1,,,1,35.407076,139.611346,
14100,神奈川県横浜市,147,横浜市立汐見台中学校　校舎１,神奈川県横浜市磯子区汐見台1-2-1,1,,1,1,,1,,,1,35.407373,139.61126,
14100,神奈川県横浜市,148,横浜市立汐見台小学校　校舎１５,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.40004,139.606202,
14100,神奈川県横浜市,149,横浜市立汐見台小学校　校舎４,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.400997,139.607034,
14100,神奈川県横浜市,150,横浜市立汐見台小学校　校舎６,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.40038,139.606418,
14100,神奈川県横浜市,151,横浜市立汐見台小学校　校舎１４,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.400455,139.606127,
14100,神奈川県横浜市,152,横浜市立汐見台小学校　体育館,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.40054067,139.6060903,
14100,神奈川県横浜市,153,横浜市立汐見台小学校　校舎３,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.4006,139.606305,
14100,神奈川県横浜市,154,横浜市立汐見台小学校　校舎２,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.400871,139.606535,
14100,神奈川県横浜市,155,横浜市立汐見台小学校　校舎１,神奈川県横浜市磯子区汐見台3-6,1,,1,1,,1,,,1,35.401181,139.606787,
14100,神奈川県横浜市,156,横浜市立さわの里小学校　体育館,神奈川県横浜市磯子区上中里町548,1,1,1,1,,1,,,1,35.36946,139.609512,
14100,神奈川県横浜市,157,横浜市立さわの里小学校　校舎２,神奈川県横浜市磯子区上中里町548,1,1,1,1,,1,,,1,35.369351,139.609259,
14100,神奈川県横浜市,158,横浜市立さわの里小学校　校舎３,神奈川県横浜市磯子区上中里町548,1,1,1,1,,1,,,1,35.369561,139.609061,
14100,神奈川県横浜市,159,横浜市立さわの里小学校　校舎１,神奈川県横浜市磯子区上中里町548,1,1,1,1,,1,,,1,35.36918,139.609297,
14100,神奈川県横浜市,160,横浜市立森東小学校　体育館,神奈川県横浜市磯子区森1-4,1,1,1,1,1,,,,1,35.397508,139.61587,
14100,神奈川県横浜市,161,横浜市立森東小学校　校舎１,神奈川県横浜市磯子区森1-4,1,1,1,1,1,,,,1,35.397451,139.616047,
14100,神奈川県横浜市,162,横浜市立屏風浦小学校　校舎１,神奈川県横浜市磯子区森3-11-1,1,,1,1,,,,,1,35.390825,139.613704,
14100,神奈川県横浜市,163,横浜市立屏風浦小学校　校舎７,神奈川県横浜市磯子区森3-11-1,1,1,1,1,,,,,1,35.391311,139.613774,
14100,神奈川県横浜市,164,横浜市立屏風浦小学校　校舎５,神奈川県横浜市磯子区森3-11-1,1,1,1,1,,,,,1,35.391118,139.614069,
14100,神奈川県横浜市,165,横浜市立屏風浦小学校　校舎２,神奈川県横浜市磯子区森3-11-1,1,1,1,1,,,,,1,35.391477,139.613924,
14100,神奈川県横浜市,166,横浜市立屏風浦小学校　体育館,神奈川県横浜市磯子区森3-11-1,1,1,1,1,,,,,1,35.390694,139.614112,
14100,神奈川県横浜市,167,横浜市立森中学校　校舎１－２,神奈川県横浜市磯子区森5-22-1,1,,1,1,,,,,1,35.392458,139.605053,
14100,神奈川県横浜市,168,横浜市立森中学校　体育館,神奈川県横浜市磯子区森5-22-1,1,1,1,1,,,,,1,35.392742,139.605471,
14100,神奈川県横浜市,169,横浜市立杉田小学校　校舎５,神奈川県横浜市磯子区杉田1-8-1,1,1,1,1,1,,,,1,35.385629,139.616922,
14100,神奈川県横浜市,170,横浜市立杉田小学校　校舎１４,神奈川県横浜市磯子区杉田1-8-1,1,1,1,1,1,,,,1,35.38489,139.616938,
14100,神奈川県横浜市,171,横浜市立杉田小学校　校舎６,神奈川県横浜市磯子区杉田1-8-1,1,1,1,1,1,,,,1,35.38534,139.616547,
14100,神奈川県横浜市,172,横浜市立杉田小学校　体育館,神奈川県横浜市磯子区杉田1-8-1,1,1,1,1,1,,,,1,35.384916,139.616622,
14100,神奈川県横浜市,173,横浜市立浜中学校　校舎５,神奈川県横浜市磯子区杉田3-30-11,1,1,1,1,,,,,1,35.379151,139.611111,
14100,神奈川県横浜市,174,横浜市立浜中学校　校舎１９,神奈川県横浜市磯子区杉田3-30-11,1,,1,1,,,,,1,35.378407,139.611202,
14100,神奈川県横浜市,175,横浜市立浜中学校　校舎２,神奈川県横浜市磯子区杉田3-30-11,1,,1,1,,,,,1,35.378998,139.610961,
14100,神奈川県横浜市,176,横浜市立浜中学校　体育館,神奈川県横浜市磯子区杉田3-30-11,1,,1,1,,,,,1,35.378779,139.610483,
14100,神奈川県横浜市,177,横浜市立浜中学校　校舎１－１,神奈川県横浜市磯子区杉田3-30-11,1,1,1,1,,,,,1,35.37877,139.611229,
